id,gnaf_address_id,street,suburb,postcode,state_code,latitude,longitude,type,land_sqm,bed,bath,car,floorplan
214301,295676,18 Macdonald Avenue,Lalor Park,2147,NSW,-33.759562,150.936397,house,809,1,1,2,TRUE
216220,296020,7/7 Oldfield Road,Seven Hills,2147,NSW,-33.778433,150.925621,unit,235,2,2,2,TRUE
193743,306907,2/6 William St,North Parramatta,2151,NSW,-33.797775,151.00626,unit,,1,1,1,TRUE
68275,308961,34 Bellevue Street,Blacktown,2148,NSW,-33.779819,150.891554,house,581,1,1,1,TRUE
124434,310346,69 Breakfast Road,Marayong,2148,NSW,-33.75115,150.888151,house,600,1,1,4,TRUE
223853,312287,1602/29 Hunter Street,Parramatta,2150,NSW,-33.815477,150.99996,unit,,2,2,1,TRUE
4118717,315387,17 Dan Avenue,Blacktown,2148,NSW,-33.76117,150.8966,house,,1,1,2,TRUE
2771494,332512,30 Melba Road,Lalor Park,2147,NSW,-33.75613,150.926855,house,588,1,1,1,FALSE
223974,348698,54-58  Macarthur street,Parramatta,2150,NSW,-33.810516,151.0149,unit,,1,1,1,TRUE
223942,357051,178/109-113 George Street,Parramatta,2150,NSW,-33.81563,151.01021,unit,82,1,1,1,TRUE
4121046,368061,4/14 Harris St,Harris Park,2150,NSW,-33.826305,151.00983,unit,,2,2,1,TRUE
2957821,368358,11/36 Allawah Street,Blacktown,2148,NSW,-33.771038,150.900764,unit,,2,2,2,FALSE
1618273,374940,25 Panorama Parade,Blacktown,2148,NSW,-33.777304,150.914812,house,569,1,1,1,TRUE
37143,387213,11A Regal Avenue,Kings Langley,2147,NSW,-33.749492,150.927701,house,,2,2,1,TRUE
3751868,408344,4 Belrose Place,Prospect,2148,NSW,-33.79718,150.9248,house,670,3,3,2,TRUE
3577671,410244,14/16A WIGRAM STREET,Harris Park,2150,NSW,-33.825642,151.007564,unit,,1,1,1,FALSE
3187503,413036,6/16A Wigram Street,Harris Park,2150,NSW,-33.825642,151.007564,unit,,1,1,1,FALSE
1745505,433140,11 Bedford Road,Blacktown,2148,NSW,-33.758614,150.917947,house,676,1,1,1,TRUE
1389691,439537,68 Whitby Road,Kings Langley,2147,NSW,-33.748868,150.938639,house,714,2,2,6,TRUE
1551564,442513,17 Marcia Street,Toongabbie,2146,NSW,-33.785068,150.947179,house,1011,1,1,1,TRUE
486464,446506,2 Lennox Street,Old Toongabbie,2146,NSW,-33.796667,150.964308,house,733,2,2,1,TRUE
3108081,458828,28/24 Campbell Street,Parramatta,2150,NSW,-33.817802,150.99936,unit,,2,2,1,TRUE
2136696,461807,4 Premier Street,Toongabbie,2146,NSW,-33.783283,150.95013,house,730,1,1,1,TRUE
591707,466822,2 Vincent Street,Blacktown,2148,NSW,-33.778378,150.895488,house,,2,2,1,TRUE
4061633,496889,23 Lawson Street,Lalor Park,2147,NSW,-33.761427,150.923407,house,569,1,1,1,TRUE
2025186,510193,87 Lucas Road,Lalor Park,2147,NSW,-33.767759,150.932179,land,752,0,0,0,TRUE
2483693,513047,19/34 Alice Street,Harris Park,2150,NSW,-33.820405,151.014282,unit,,1,1,1,TRUE
223758,523348,36/68 Macarthur Street,Parramatta,2150,NSW,-33.809676,151.015104,unit,,1,1,2,TRUE
464282,528541,5 Hillside Road,Blacktown,2148,NSW,-33.778624,150.894018,house,556,1,1,1,TRUE
4174250,529731,91 Toongabbie Road,Toongabbie,2146,NSW,-33.791977,150.94327,house,929,1,1,1,FALSE
68278,543214,42 Buckley Avenue,Blacktown,2148,NSW,-33.757837,150.900943,house,,1,1,1,TRUE
2930410,562157,65/130 Reservoir Rd,Blacktown,2148,NSW,-33.78832,150.89742,unit,,1,1,2,TRUE
4108692,562636,5 Maureen Place,Blacktown,2148,NSW,-33.776108,150.89397,house,632,2,2,1,TRUE
343206,574377,19/245-247 Targo Road,Toongabbie,2146,NSW,-33.789637,150.951212,unit,,2,2,1,TRUE
497572,575667,18a Osborne Road,Marayong,2148,NSW,-33.754638,150.894748,house,563,1,1,1,FALSE
68413,580178,16 Nerada Street,Blacktown,2148,NSW,-33.773244,150.897107,house,632,1,1,1,TRUE
3646506,587337,49/68 Macarthur Street,Parramatta,2150,NSW,-33.809676,151.015104,unit,,2,2,1,TRUE
68494,599118,48/5 Griffiths Street,Blacktown,2148,NSW,-33.773684,150.916179,unit,,1,1,1,TRUE
3518536,605718,90 Bungaree Rd,Toongabbie,2146,NSW,-33.794064,150.95909,house,928,6,6,4,FALSE
789095,611426,427  Wentworth Ave,Toongabbie,2146,NSW,-33.790273,150.952475,house,1113,1,1,1,TRUE
797164,613661,1103/6-10 Charles Street,Parramatta,2150,NSW,-33.81694,151.00906,unit,,2,2,1,TRUE
68332,615515,17 Savery Crescent,Blacktown,2148,NSW,-33.787098,150.89767,house,556,2,2,3,FALSE
1970916,630769,1 Charles Street,Blacktown,2148,NSW,-33.753324,150.917515,house,544,1,1,1,TRUE
3745545,669999,11/517-521 Wentworth Avenue,Toongabbie,2146,NSW,-33.785557,150.95288,unit,207,1,1,1,FALSE
4077283,671953,33 Margaret Street,Seven Hills,2147,NSW,-33.779369,150.931658,house,582,1,1,2,TRUE
2636905,675031,7 Oulton Street,Prospect,2148,NSW,-33.793224,150.90953,house,,3,3,3,FALSE
974829,688967,7/505-507 WENTWORTH AVENUE,Toongabbie,2146,NSW,-33.786224,150.952103,unit,,1,1,1,TRUE
2810934,707562,20 Sylvia Street,Blacktown,2148,NSW,-33.773796,150.88533,house,,1,1,2,TRUE
3269335,731162,17 Shephard Street,Marayong,2148,NSW,-33.749328,150.899487,house,619,1,1,2,FALSE
68287,746907,804/1 Boys Avenue,Blacktown,2148,NSW,-33.766815,150.909539,unit,,1,1,1,TRUE
2564447,749122,40 Lowry Road,Lalor Park,2147,NSW,-33.760301,150.941313,house,575,1,1,2,TRUE
223769,773151,7/32 Hassall Street,Parramatta,2150,NSW,-33.81749,151.01035,unit,,2,2,1,TRUE
570936,797572,25-27 Fourth Ave,Blacktown,2148,NSW,-33.76385,150.91026,unit,,1,1,1,FALSE
754099,805520,24 Kurrajong Crescent,Blacktown,2148,NSW,-33.789187,150.901103,house,556,2,2,1,TRUE
68362,827717,73/5 Griffiths Street,Blacktown,2148,NSW,-33.773684,150.916179,unit,,1,1,1,TRUE
3977973,827800,41 Shannon Street,Lalor Park,2147,NSW,-33.756065,150.93623,house,556,1,1,2,TRUE
223967,836090,710A/3 Broughton St,Parramatta,2150,NSW,-33.814335,151.0187,unit,,2,2,1,TRUE
2819850,842983,263 Madagascar  drive,Kings Park,2148,NSW,-33.74327,150.91516,house,558,2,2,3,TRUE
3770455,849091,18 Whitby Road,Kings Langley,2147,NSW,-33.751453,150.944798,house,753,2,2,2,TRUE
4157224,851149,93/13-15 Hassall Street,Parramatta,2150,NSW,-33.818413,151.00864,unit,,2,2,1,TRUE
4108690,855367,4 Iona Street,Blacktown,2148,NSW,-33.773229,150.890288,house,607,1,1,0,TRUE
68324,885813,29 Highlands Crescent,Blacktown,2148,NSW,-33.774377,150.892885,house,556,1,1,2,TRUE
2088604,898285,36/177 Reservoir Road,Blacktown,2148,NSW,-33.7969,150.89858,unit,,1,1,1,FALSE
124439,921855,33 Terrigal Street,Marayong,2148,NSW,-33.748276,150.886273,house,558,1,1,2,TRUE
4119228,930978,10 Wonga Road,Lalor Park,2147,NSW,-33.761215,150.94122,house,562,1,1,1,TRUE
2712856,950919,35/109-113 George Street,Parramatta,2150,NSW,-33.815631,151.010213,unit,,2,2,1,TRUE
68400,955444,66 Kildare Road,Blacktown,2148,NSW,-33.769135,150.90114,house,1442,2,2,1,FALSE
1135691,956408,7 Kansas Place,Toongabbie,2146,NSW,-33.797986,150.93651,house,556,3,3,2,TRUE
1356746,974341,113 Northcott Road,Lalor Park,2147,NSW,-33.759141,150.926082,house,632,2,2,3,TRUE
4160877,990070,64 Swinson Road,Blacktown,2148,NSW,-33.779293,150.9064,house,708,2,2,3,TRUE
2657491,990417,20/133 North Rocks Road,North Rocks,2151,NSW,-33.78555,151.00746,unit,,2,2,2,TRUE
2122529,994431,6/20 Pitt Street,Parramatta,2150,NSW,-33.816635,150.99745,unit,,2,2,1,TRUE
128474,1009523,9/6 Dallas Place,Toongabbie,2146,NSW,-33.796216,150.937904,unit,149,1,1,1,TRUE
2706506,1018419,27 St Pauls Way,Blacktown,2148,NSW,-33.78376,150.892,unit,227,1,1,1,TRUE
2484644,1022577,10 Grandview Avenue,Seven Hills,2147,NSW,-33.793018,150.930884,house,727,2,2,2,TRUE
3068015,1029701,100 Isabella Street,North Parramatta,2151,NSW,-33.80415,151.02167,house,,1,1,3,TRUE
4085228,1032257,2/8-10 Octavia Street,Toongabbie,2146,NSW,-33.790569,150.946931,unit,123,2,2,1,TRUE
4122065,1035727,135/18 Sorrell Street,Parramatta,2150,NSW,-33.80991,151.00752,unit,,3,3,1,TRUE
4075572,1036445,47/8-18 Briens Road,Northmead,2152,NSW,-33.792718,150.996756,unit,,1,1,1,TRUE
223880,1050633,14/3 Sorrell Street,Parramatta,2150,NSW,-33.810505,151.00577,unit,,2,2,1,TRUE
4072498,1054067,50 Kastelan Street,Blacktown,2148,NSW,-33.77772,150.88815,house,547,1,1,1,TRUE
4103176,1066752,7 Conway Place,Kings Langley,2147,NSW,-33.74949,150.93149,house,701,2,2,2,FALSE
68279,1069468,7 Caldwell Place,Blacktown,2148,NSW,-33.77786,150.91292,house,,3,3,4,FALSE
4167473,1073250,162/20 Victoria Rd,Parramatta,2150,NSW,-33.808327,151.00633,unit,,2,2,1,TRUE
223919,1088864,908/45 Macquarie Street,Parramatta,2150,NSW,-33.815505,151.001096,unit,,1,1,1,TRUE
214304,1097148,14 Moomin Street,Lalor Park,2147,NSW,-33.757858,150.938062,house,556,1,1,3,TRUE
4075574,1112348,10 Hayes Ave,Northmead,2152,NSW,-33.7936,150.989479,house,,1,1,1,TRUE
37138,1112631,71 WHITBY RD,Kings Langley,2147,NSW,-33.749473,150.937894,house,697,2,2,3,FALSE
2027859,1127536,1602/36-46 Cowper Street,Parramatta,2150,NSW,-33.820021,151.007064,unit,,2,2,1,TRUE
3117111,1146188,6 Duncan Place,North Rocks,2151,NSW,-33.765812,151.025907,house,706,4,4,2,TRUE
68433,1152025,7/13-19 Devitt Street,Blacktown,2148,NSW,-33.770924,150.91501,unit,,1,1,1,FALSE
3348670,1160254,11/35 HARRIS STREET,Harris Park,2150,NSW,-33.824686,151.010786,unit,,1,1,1,TRUE
3733865,1162177,11 Hayes Road,Seven Hills,2147,NSW,-33.779348,150.923753,house,562,1,1,0,TRUE
4155204,1162920,60 Reading Avenue,Kings Langley,2147,NSW,-33.754105,150.9477,house,651,2,2,1,TRUE
216205,1165221,16 Myuna Crescent,Seven Hills,2147,NSW,-33.787658,150.924291,house,575,1,1,4,TRUE
390731,1172411,28 Derbyshire Avenue,Toongabbie,2146,NSW,-33.791687,150.95743,house,607,1,1,1,FALSE
2016448,1176462,4 King Place,Kings Langley,2147,NSW,-33.741333,150.92445,house,703,2,2,0,TRUE
1908515,1183105,51/130 Main Street,Blacktown,2148,NSW,-33.771909,150.911003,unit,,2,2,1,TRUE
4061318,1183246,3/36 Lloyd Street,Blacktown,2148,NSW,-33.7777,150.8839,unit,,2,2,2,FALSE
562786,1184542,39 Orana Avenue,Seven Hills,2147,NSW,-33.77849,150.923951,house,651,2,2,1,TRUE
2568248,1186676,8 Hemsworth Avenue,Northmead,2152,NSW,-33.793493,150.991817,house,,2,2,2,TRUE
128530,1191903,1/383 Wentworth Ave,Toongabbie,2146,NSW,-33.793915,150.95303,unit,,4,4,3,FALSE
216207,1194942,2 Janice,Seven Hills,2147,NSW,-33.771971,150.92566,house,632,2,2,1,TRUE
222477,1198129,1 Belrose Place,Prospect,2148,NSW,-33.797513,150.925144,house,762,2,2,2,TRUE
2767793,1198293,5/24 Factory Street,North Parramatta,2151,NSW,-33.799526,151.005277,unit,96,1,1,1,TRUE
1306989,1199218,19 Bourke Street,North Parramatta,2151,NSW,-33.794727,151.00285,house,,1,1,2,TRUE
2087943,1210002,1711/45 Macquarie Street,Parramatta,2150,NSW,-33.815506,151.0011,unit,,2,2,1,TRUE
37155,1210488,19 Ellis Place,Kings Langley,2147,NSW,-33.749499,150.942832,house,,2,2,3,TRUE
4102140,1222045,59/14-16 Campbell Street,Northmead,2152,NSW,-33.7899,150.99733,unit,,2,2,1,TRUE
4119991,1223563,96 Columbia Road,Seven Hills,2147,NSW,-33.78768,150.92328,house,556,2,2,3,TRUE
675067,1230508,8/59-61 Marsden Street,Parramatta,2150,NSW,-33.821119,151.000068,unit,,2,2,1,TRUE
1002825,1233093,6/80-82 Metella Road,Toongabbie,2146,NSW,-33.792107,150.93995,unit,175,2,2,1,TRUE
4061319,1235642,Fairwater Boulevard,Blacktown,2148,NSW,-33.760563,150.90195,unknown,,0,0,0,FALSE
1828727,1242582,3 Alam Street,Blacktown,2148,NSW,-33.76092,150.89607,house,,3,3,1,TRUE
1613219,1246110,21 Willmot Avenue,Toongabbie,2146,NSW,-33.786943,150.960291,house,594,2,2,2,TRUE
3509989,1255164,14 Simpson Place,Kings Langley,2147,NSW,-33.744867,150.925982,house,,2,2,2,FALSE
68376,1255564,305/1 Griffiths Street,Blacktown,2148,NSW,-33.773622,150.915568,unit,,1,1,1,TRUE
68349,1276393,4 Prospect Street,Blacktown,2148,NSW,-33.779274,150.895726,house,556,1,1,4,TRUE
3028517,1279507,7 Pemberton Street,Parramatta,2150,NSW,-33.812139,151.019691,house,,1,1,1,FALSE
3536947,1280364,31 Glenn Avenue,Northmead,2152,NSW,-33.793144,150.99031,house,1138,1,1,2,TRUE
4162826,1288320,9 Lyte Place,Prospect,2148,NSW,-33.796642,150.91612,house,604,2,2,2,TRUE
37145,1288989,15 Joseph Banks Drive,Kings Langley,2147,NSW,-33.758989,150.952938,house,718,3,3,2,TRUE
4149617,1312943,55 Ross Street,North Parramatta,2151,NSW,-33.80858,151.01042,unit,301,3,3,2,TRUE
1032916,1346246,24/2 Bruce Street,Blacktown,2148,NSW,-33.770127,150.916067,unit,,1,1,1,FALSE
3447687,1352289,69 Lamonerie Street,Toongabbie,2146,NSW,-33.792946,150.95464,house,695,1,1,1,TRUE
2872414,1353201,22 Merlin Street,Blacktown,2148,NSW,-33.787216,150.907245,house,581,1,1,2,TRUE
4088407,1356947,10 Fursorb Street,Marayong,2148,NSW,-33.750874,150.895034,house,556,2,2,3,TRUE
4105549,1361744,5 Hudson Street,Seven Hills,2147,NSW,-33.78511,150.93874,house,555,2,2,2,TRUE
51086,1362405,2/89 Hammers Road,Northmead,2152,NSW,-33.789849,150.982499,unit,,1,1,1,TRUE
1850470,1365434,63 Nairana Drive,Marayong,2148,NSW,-33.743826,150.893941,house,,3,3,2,TRUE
4089946,1368930,10/12 Bellevue Street,North Parramatta,2151,NSW,-33.798837,151.006166,unit,,1,1,1,TRUE
4159020,1389242,7 Marcus Street,Kings Park,2148,NSW,-33.739098,150.90376,house,576,2,2,1,TRUE
2920698,1393123,16 Old Church Lane,Prospect,2148,NSW,-33.795115,150.920123,house,548,2,2,2,TRUE
3847699,1408082,6/8E Myrtle Street,Prospect,2148,NSW,-33.79604,150.90593,house,,2,2,2,FALSE
128449,1412345,120 Fitzwilliam Road,Toongabbie,2146,NSW,-33.785303,150.96029,house,556,1,1,2,TRUE
3487965,1413523,808/330 Church Street,Parramatta,2150,NSW,-33.811546,151.0049,unit,,2,2,1,TRUE
4149916,1433061,128 Madagascar Drive,Kings Park,2148,NSW,-33.73762,150.90755,house,557,1,1,1,FALSE
4106284,1440179,1 Boys Avenue,Blacktown,2148,NSW,-33.766815,150.90956,unknown,,0,0,0,FALSE
128455,1447041,8 Vianney Crescent,Toongabbie,2146,NSW,-33.783601,150.956886,house,591,1,1,2,TRUE
4123392,1461493,74/5 Griffiths Street,Blacktown,2148,NSW,-33.773685,150.91618,unit,,1,1,1,FALSE
3465530,1490333,40 Newton Road,Blacktown,2148,NSW,-33.773234,150.903091,house,730,1,1,2,FALSE
2126419,1496913,8 Andre Place,Blacktown,2148,NSW,-33.793938,150.90004,house,450,3,3,2,TRUE
2651318,1501117,75A Newton Rd,Blacktown,2148,NSW,-33.77625,150.90242,house,656,1,1,2,TRUE
123959,1511307,131 North Rocks Road,North Rocks,2151,NSW,-33.785754,151.008156,house,728,3,3,3,TRUE
1590380,1516412,7/35 Napier Street,Parramatta,2150,NSW,-33.820715,150.995265,unit,,1,1,1,TRUE
3700575,1517187,140 Lucas Road,Seven Hills,2147,NSW,-33.76724,150.92223,house,626,2,2,3,TRUE
1363681,1518215,5 Cacia Avenue,Seven Hills,2147,NSW,-33.767861,150.939438,house,714,2,2,2,TRUE
4171434,1524085,15/60 Patricia Street,Blacktown,2148,NSW,-33.794426,150.90254,unit,,1,1,2,TRUE
37137,1526076,9 Capricorn Road,Kings Langley,2147,NSW,-33.75009,150.92698,house,,1,1,1,TRUE
4174963,1526339,10/91 Great Western Hwy,Parramatta,2150,NSW,-33.81879,150.99567,unit,,1,1,1,FALSE
123957,1545554,11A Plymouth Avenue,North Rocks,2151,NSW,-33.777204,151.021143,house,696,2,2,2,TRUE
1995971,1548209,5 Calaby Street,Toongabbie,2146,NSW,-33.789406,150.96375,house,,2,2,2,TRUE
2460583,1548715,10 Gallop Grove,Lalor Park,2147,NSW,-33.758887,150.935673,house,588,1,1,2,TRUE
408155,1565623,7/30-32 Briens Rd,Northmead,2152,NSW,-33.793266,150.99529,unit,,1,1,1,TRUE
3085015,1568033,3 Walters Road,Blacktown,2148,NSW,-33.770546,150.89697,house,,1,1,3,TRUE
1828729,1569208,10 Sutton Street,Blacktown,2148,NSW,-33.780478,150.913015,house,566,1,1,1,TRUE
123971,1586732,34 Iona Avenue,North Rocks,2151,NSW,-33.775681,151.017113,house,696,2,2,4,TRUE
3975700,1592164,1405A/8 Cowper Street,Parramatta,2150,NSW,-33.821405,151.00708,unit,,2,2,1,TRUE
972325,1595612,101/111 Wigram Street,Harris Park,2150,NSW,-33.818295,151.00993,unit,,2,2,1,TRUE
37146,1688975,31 Stainsby Avenue,Kings Langley,2147,NSW,-33.755747,150.946547,house,696,2,2,2,TRUE
1516969,1689643,1304/45 Macquarie Street,Parramatta,2150,NSW,-33.815506,151.0011,unit,,1,1,1,TRUE
128467,1700820,2 Greenmeadows Crescent,Toongabbie,2146,NSW,-33.783863,150.957848,house,558,1,1,1,TRUE
1475364,1777341,16 Bernice Street,Seven Hills,2147,NSW,-33.760941,150.948199,house,556,1,1,0,TRUE
2785750,1780175,8/227 Windsor Road,Northmead,2152,NSW,-33.773331,151.00146,unit,,2,2,2,TRUE
2680703,1808628,1406/45 Macquarie Street,Parramatta,2150,NSW,-33.815506,151.0011,unit,,2,2,1,FALSE
68295,1812662,64/21-29 Third Avenue,Blacktown,2148,NSW,-33.765008,150.910125,unit,,1,1,1,FALSE
324089,1813645,112 North Rocks Road,North Rocks,2151,NSW,-33.787135,151.008352,house,739,3,1,1,TRUE
4151532,1819632,23 Mimosa Avenue,Toongabbie,2146,NSW,-33.781193,150.95284,house,560,2,2,1,TRUE
4131379,1830275,2 Mountfort Street,Lalor Park,2147,NSW,-33.762337,150.92174,house,303,3,3,1,TRUE
223776,1834934,140/3 Sorrell Street,Parramatta,2150,NSW,-33.810506,151.005772,unit,,2,2,1,TRUE
3472369,1841818,18 Francine Street,Seven Hills,2147,NSW,-33.7669,150.93547,house,777,1,1,3,TRUE
4161211,1860461,11/105 Hammers Road,Northmead,2152,NSW,-33.79022,150.98087,unit,,1,1,2,TRUE
4108691,1889005,12 Sparkle Avenue,Blacktown,2148,NSW,-33.780823,150.89072,house,,1,1,2,FALSE
4151531,1889972,13 Memphis Crescent,Toongabbie,2146,NSW,-33.79531,150.93608,house,574,1,1,3,TRUE
3067458,1892175,2704/330 Church Street,Parramatta,2150,NSW,-33.811546,151.0049,unit,,1,1,0,TRUE
845505,1906062,45 Budgeree Road,Toongabbie,2146,NSW,-33.788425,150.95413,house,,3,3,1,TRUE
1948609,1934506,173 Lucas Road,Lalor Park,2147,NSW,-33.76663,150.92393,house,765,1,1,4,TRUE
537521,1953646,304/330 Church Street,Parramatta,2150,NSW,-33.811547,151.004901,unit,,1,1,1,TRUE
3975702,1954280,5006/330 Church Street,Parramatta,2150,NSW,-33.811546,151.0049,unit,,2,2,1,TRUE
2902508,1984343,20/30-32 BRIENS ROAD,Northmead,2152,NSW,-33.793266,150.99529,unit,109,2,2,1,TRUE
4077244,1991413,81 Athabaska Avenue,Seven Hills,2147,NSW,-33.789761,150.934851,house,562,1,1,1,TRUE
214305,1992553,8 Danny Road,Lalor Park,2147,NSW,-33.75964,150.929694,house,550,1,1,2,TRUE
2270428,2016748,7/25-27 FOURTH    AVENUE,Blacktown,2148,NSW,-33.76385,150.91026,unit,,1,1,2,FALSE
4170990,2037893,57 Knight Avenue,Kings Langley,2147,NSW,-33.742817,150.92555,house,697,1,1,2,TRUE
1277629,2042264,1/4 Nolan Pl,Seven Hills,2147,NSW,-33.766973,150.941638,unit,244,1,1,2,FALSE
3608243,2072635,1 Gloucester Ave,North Parramatta,2151,NSW,-33.79567,151.00981,house,510,1,1,1,TRUE
4068693,2075763,21 - 23 Grose Street,Parramatta,2150,NSW,-33.807076,151.00467,unit,,2,2,1,TRUE
35637,2091314,3/140 Good Street,Harris Park,2150,NSW,-33.824047,151.0131,unit,,2,2,2,FALSE
1743759,2113876,10 Harvey Place,Toongabbie,2146,NSW,-33.790782,150.94869,house,,3,3,2,TRUE
1000821,2123984,8B Campbell Street,Northmead,2152,NSW,-33.789286,150.997312,unit,,1,1,1,TRUE
2952529,2125532,19/1 Myrtle Street,Prospect,2148,NSW,-33.79453,150.90526,unit,,2,1,1,TRUE
68462,2132476,62 Western Crescent,Blacktown,2148,NSW,-33.780318,150.898674,house,609,1,1,3,TRUE
378946,2146540,3 Alison Street,Seven Hills,2147,NSW,-33.770424,150.92754,house,746,1,1,2,TRUE
3964096,2150074,6 Nerada Street,Blacktown,2148,NSW,-33.773968,150.89717,house,554,2,2,1,FALSE
3271357,2153498,36 Marnpar Road,Seven Hills,2147,NSW,-33.763172,150.94653,house,556,1,1,3,TRUE
3964120,2154371,4 Mary Street,Blacktown,2148,NSW,-33.759357,150.89359,house,556,1,1,2,FALSE
2438365,2154844,93/20 Victoria Road,Parramatta,2150,NSW,-33.808326,151.006337,unit,,2,2,1,TRUE
524334,2156211,12/81 Metella Road,Toongabbie,2146,NSW,-33.791039,150.93909,unit,,2,2,2,TRUE
4171408,2160138,25/24-28 Briens Road,Northmead,2152,NSW,-33.793037,150.99577,unit,,2,2,1,TRUE
51125,2183926,64/8-18 Briens Road,Northmead,2152,NSW,-33.792717,150.99675,unit,,2,2,1,TRUE
123972,2186505,1 Meckiff Avenue,North Rocks,2151,NSW,-33.77937,151.023609,house,695,4,3,4,TRUE
408150,2189144,5/89 Hammers Road,Northmead,2152,NSW,-33.78985,150.9825,unit,,1,1,1,TRUE
2316300,2201354,90 Lucas Road,Seven Hills,2147,NSW,-33.767648,150.927244,house,,1,1,1,TRUE
2767404,2216261,27 Lamonerie  Street,Toongabbie,2146,NSW,-33.789089,150.955908,house,689,2,2,2,FALSE
4169258,2226590,36A Toongabbie Road,Toongabbie,2146,NSW,-33.790577,150.94861,house,260,2,2,2,TRUE
487083,2237918,2 Cartwright Crescent,Lalor Park,2147,NSW,-33.760686,150.937311,house,619,3,3,3,TRUE
3340471,2243679,79 Joseph Street,Blacktown,2148,NSW,-33.784364,150.902796,house,,2,2,1,TRUE
974895,2244668,44 Derwent Parade,Blacktown,2148,NSW,-33.778294,150.88947,house,1252,2,2,3,FALSE
68513,2244708,7/272 Flushcombe Road,Blacktown,2148,NSW,-33.78841,150.9065,unit,,2,2,1,TRUE
2104410,2273230,13/235-241 Windsor Road,Northmead,2152,NSW,-33.770916,151.00143,unit,,2,2,2,TRUE
1885279,2276344,50 Whitby Road,Kings Langley,2147,NSW,-33.74914,150.94115,house,690,2,2,2,TRUE
1663418,2277922,115 Davis Road,Marayong,2148,NSW,-33.747992,150.897806,house,778,1,1,1,FALSE
1461474,2297209,5 May Walk,Lalor Park,2147,NSW,-33.760822,150.93562,house,626,1,1,1,TRUE
4088858,2301340,6 Blain Street,Toongabbie,2146,NSW,-33.792482,150.958854,house,556,1,1,0,TRUE
216225,2316364,52 Wall Park Avenue,Seven Hills,2147,NSW,-33.777084,150.9272,house,613,2,2,2,TRUE
3070327,2342403,3 Harpur Place,Lalor Park,2147,NSW,-33.759647,150.9293,house,556,1,1,2,TRUE
