,id,Beds,Baths,Car,Lot,Valuation,SateType1,SaleType2,DateSold1,DateSold2,SoldPrice1,SoldPrice2,Picture,Blob
16,4060223,2,1,2,552,"$573,333", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/U-NZiEel-ZwMBEXSkeZVv_PsZBlDo4sQIMmQdwR0gfQ1/5-eta-street-blacktown-nsw-2148_img0.jpg,"5 Eta Street, Blacktown 2148 NSW is a house. It has 3 bedrooms and 1 bathroom. The block size is 552 sqm. According to our records, this last sold for $300,000 in July 2009. "
17,3155491,3,1,1,922,"$925,000", ,Auction            , ,May 2015            , ,"$1,250,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/CL-QdW8SFTQsUcWm-js_4HPZYxGs7uD_GZ8jmP-fBAY1/29-allambie-avenue-northmead-nsw-2152_img0.jpg,"This is a house in Northmead with 3 bedrooms and 1 bathroom. Its postcode is 2152. This is on a 922 square metre block of land. The last time this property sold was in May 2015 for $1,250,000. "
18,1296009,2,1,1,1973, , ,Private Sale            , ,Dec 2010            , ,"$290,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/PznUoGhYT89IrdJRUby1i_-vB3sd3aAkRGDOJo3YIjE1/9-240-242-targo-road-toongabbie-nsw-2146_img0.jpg,"This is a house in Toongabbie, 2146 with 2 bedrooms and 1 bathroom. In December 2010 this property sold for $290,000. "
19,4088701,2,2,1,0, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/fUMWOVdBFcI_LL2rxxs2ydHv1bLcfRDlLjh2nGQIuVY1/7-80-82-metella-road-toongabbie-nsw-2146_img0.jpg,"This is a house in Toongabbie with 2 bedrooms and 2 bathrooms. Its postcode is 2146. This is on a 179 sqm block of land. The last sold price we have on record for 7/80-82 Metella Road is $411,000 which is from September 2013. "
20,3019554,5,3,6,852, ,Private Sale            , ,Nov 2018            , ,"$1,546,000            ", ,https://p360images.realestateview.com.au/default/6-eather-avenue-north-rocks-nsw-2151-xl,6 Eather Avenue is a house in North Rocks with 5 bedrooms and 3 bathrooms. Its postcode is 2151. This property is on a 852 square metre block of land. 
21,848353,2,1,1,0, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/_NhrXLaidPRLvrPoewdSjx7iQwTiZ_fSgeZuL62i5Ws1/16-26-mantaka-street-blacktown-nsw-2148_img0.jpg,"This is a unit in Blacktown with 2 bedrooms and 1 bathroom. Its postcode is 2148. In June 2008 this address sold for $176,500. "
22,2564548,5,3,3,581,"$1,052,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/FZftEOuto07KJIpVs3taAmS-tKiwMguc5Ld9Np47Xwc1/19-botany-boulevard-seven-hills-nsw-2147_img0.jpg,"19 Botany Boulevard, Seven Hills 2147 NSW is a house. It has 5 bedrooms and 3 bathrooms. The block size is 581 sqm. "
23,2270925,2,2,2,0, ,Private Sale            , ,Nov 2018            , ,"$580,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/lvM4ZPfa4u5jx_UJ_YZ04XWvQzSvh5XzxI564xtb1D41/7-12-murray-street-northmead-nsw-2152_img0.jpg,"7/12 Murray Street, Northmead 2152 NSW is a unit with 2 bedrooms and 2 bathrooms. The last sold price we have on record for this property is $586,999 which is from November 2015. "
24,4145982,3,1,2,546, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/VzpzD9KMnd0oVmLoedMGiOhaYaMyRE6ckCzhQ2Hehzg1/5-eltham-street-blacktown-nsw-2148_img0.jpg,"This is a house in Blacktown, 2148 with 3 bedrooms and 1 bathroom. The block size is 546 square metres. According to our data, 5 Eltham Street was last sold for $440,000 in June 2011. "
25,2296193,3,1,1,555, ,Private Sale            ,Private Sale            ,Nov 2018            ,Jul 2012            ,"$630,000            ","$350,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/KjVIYVMcls5tgIDssjQL0SU1ODyaHK11DGzalkJ3x4I1/3-charles-street-blacktown-nsw-2148_img0.jpg,"3 Charles Street, Blacktown 2148 NSW is a house. This property has 3 bedrooms and 1 bathroom. Its block size is 555 square metres. In November 2018 it sold for $630,000. "
26,214301,4,1,3,821, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/Dxko7s95UogYGZgOKexbN6-HYIAVPkPM6-tgoJ0UYyg1/18-macdonald-avenue-lalor-park-nsw-2147_img0.jpg,"This is a house in Lalor Park, 2147 with 4 bedrooms and 1 bathroom. The block size is 821 sqm. According to our data, this was last sold for $310,000 in September 2015. "
27,216220,3,2,2,0, , ,Private Sale            , ,Jun 2006            , ,"$320,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/6908tRFfPELYtXCmn-0wvI9Z2k6Xq0GQT5XhmeVP1j01/7-7-oldfield-road-seven-hills-nsw-2147_img0.jpg,"7/7 Oldfield Road, Seven Hills 2147 NSW is a unit. This property has 3 bedrooms and 2 bathrooms. This unit last sold for $700,000 in June 2018. "
28,193743,2,1,1,0, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/efjbyci-KIonGkenZNsU55XeiAYBjfBnZzcrjkfFmCs1/2-6-william-street-north-parramatta-nsw-2151_img0.jpg,"2/6 William Street is a unit in North Parramatta with 2 bedrooms and 1 bathroom. Its postcode is 2151. It was last sold in October 1999 for $165,000. "
29,68275,3,1,1,599, ,Private Sale            ,Private Sale            ,Jul 2018            ,May 2009            ,"$627,500            ","$309,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/i2C0X6PJAIIR7LZ5dg7wx8O7IezE04i6DVOp97pfJIw1/34-bellevue-street-blacktown-nsw-2148_img0.jpg,"This is a house in Blacktown with 3 bedrooms and 1 bathroom. Its postcode is 2148. The size of this block is 599 sqm. The last sold price we have on record for 34 Bellevue Street is $627,500 which is from July 2018. "
30,124434,3,1,2,0,"$607,333", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/bjPXLVccIdvalV6SadnnqxdcMtWL2HfdsjY_a_yFbLM1/69-breakfast-road-marayong-nsw-2148_img0.jpg,The land area is 610 square metres. 
31,223853,0,0,0,0,"$1,328,333", , , , , , ,https://p360images.realestateview.com.au/default/1602-29-hunter-street-parramatta-nsw-2150-xl,"This is a unit in Parramatta, 2150 with 2 bedrooms and 2 bathrooms. "
32,4118717,2,1,2,596, ,Private Sale            , ,Jan 2019            , ,Price, ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/mN5ec3GdJgfCpsphISZqEzWspKNEeCo0OotWPNxI2uE1/17-dan-avenue-blacktown-nsw-2148_img0.jpg,"17 Dan Avenue, Blacktown 2148 NSW is a house with 2 bedrooms and 1 bathroom. The land area of this property is 596 sqm. "
33,2771494,3,1,1,597, , ,Private Sale            , ,Oct 2018            , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/LerUJYvqa-7BETOq0Kue_GKrm4PyEL7aOpdUoQpSvNQ1/30-melba-road-lalor-park-nsw-2147_img0.jpg,"30 Melba Road, Lalor Park 2147 NSW is a house with 3 bedrooms and 1 bathroom. The block size is 597 square metres. Last time it sold was for $421,000, which was in November 2013. "
34,223942,0,0,0,0,"$1,098,000", , , , , , ,https://p360images.realestateview.com.au/default/178-109-113-george-street-parramatta-nsw-2150-xl,"This is a unit in Parramatta, 2150 with 1 bedroom and 1 bathroom. "
35,4121046,0,0,0,0, , , , , , , ,https://p360images.realestateview.com.au/default/4-14-harris-street-harris-park-nsw-2150-xl,The land area of this property is 168 square metres. 
36,2957821,0,0,0,0, ,Private Sale            , ,Mar 2010            , ,"$375,000            ", ,https://p360images.realestateview.com.au/default/11-36-allawah-street-blacktown-nsw-2148-xl,"In March 2010 this property sold for $375,000. "
37,1618273,3,1,1,582, , ,Auction            , ,Sep 2018            , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/uKsbWVbw0dJ5y-wWmClQoBeaecoY0hmVQniyyha4bNw1/25-panorama-parade-blacktown-nsw-2148_img0.jpg,"25 Panorama Parade, Blacktown 2148 NSW is a house with 3 bedrooms and 1 bathroom. The block size of this property is 582 square metres. In September 2018 this address sold for $735,000. "
38,37143,4,2,1,702,"$944,167", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/jGULz1Vz92I87X1076TBqUxqgx7P3qDfkfXwQ_iGTvc1/11a-regal-avenue-kings-langley-nsw-2147_img0.jpg,"11A Regal Avenue, Kings Langley 2147 NSW is a house with a tile roof. This property has 4 bedrooms and 2 bathrooms. Last time it sold, it went for $785,000, which was in 2018. "
39,3751868,4,3,2,668, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/bEHzIR1GEOpKukJ77fwAb2lpqRcFtVnY95mUQrdu7HQ1/4-belrose-place-prospect-nsw-2148_img0.jpg,"4 Belrose Place, Prospect 2148 NSW is a house with 4 bedrooms and 3 bathrooms. The block size of this property is 668 sqm. In March 1989 this sold for $200,000. "
40,3577671,0,0,0,0, ,Private Sale            ,Private Sale            ,Mar 2001            ,Jan 1992            ,"$127,000            ","$98,000            ",https://p360images.realestateview.com.au/default/14-16a-wigram-street-harris-park-nsw-2150-xl,"In March 2001 this address sold for $127,000. "
41,3187503,2,1,1,0, , ,Private Sale            , ,Nov 2018            , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/JYYEKpbJ6KoF7Ji-FnS5TZKjOsfXs0mjWHmTVSLJImA1/6-16a-wigram-street-harris-park-nsw-2150_img0.jpg,"6/16A Wigram Street, Harris Park 2150 NSW is a unit. It has 2 bedrooms and 1 bathroom. It was last sold in 2018 for $350,000. "
42,1745505,3,1,1,679, ,Private Sale            , ,Sep 2018            , ,"$630,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/8F2tkJUduhkhVmRrJDXEFVW8AtL2hzuvFPlXEuTD1H01/11-bedford-road-blacktown-nsw-2148_img0.jpg,"11 Bedford Road is a house in Blacktown with 3 bedrooms and 1 bathroom. Its postcode is 2148. The land area of this property is 679 square metres. In April 2014 this property sold for $475,000. "
43,1389691,4,2,6,724,"$856,667",Private Sale            , ,Dec 2011            , ,"$555,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/1F6YVw_Gma-U7AeJsMNFi7HYo0vb0pnuw0dzM7ZBVPw1/68-whitby-road-kings-langley-nsw-2147_img0.jpg,"68 Whitby Road, Kings Langley 2147 NSW is a house. This property has 4 bedrooms and 2 bathrooms. Its block size is 724 sqm. It was last sold in 2011 for $555,000. "
44,1551564,3,1,1,1011,"$733,667", , , , , , ,https://p360images.realestateview.com.au/default/17-marcia-street-toongabbie-nsw-2146-xl,"This is a house in Toongabbie, 2146 with 3 bedrooms and 1 bathroom. This property is on a 1011 sqm block of land. "
45,486464,4,2,1,0,"$815,333", ,Private Sale            , ,Jul 2018            , ,"$1,000,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/J8mOYZTWd9Q9RH93ZHkV3A7_hq_ct51cHcjHvjtpKWo1/2-lennox-street-old-toongabbie-nsw-2146_img0.jpg,"2 Lennox Street, Old Toongabbie 2146 NSW is a house with 4 bedrooms and 2 bathrooms. It has weatherboard walls. Its block size is 733 sqm. In May 2016 this address sold for $970,000. "
46,3108081,2,2,1,0,"$638,667",Private Sale            , ,Apr 2010            , ,"$400,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/pwBburZ5J7XYw2Am-JLVhljyeqSJZNHrHSOEl20EfXA1/28-24-campbell-street-parramatta-nsw-2150_img0.jpg,"28/24 Campbell Street is a unit in Parramatta with 2 bedrooms and 2 bathrooms. Its postcode is 2150. Last time it sold was for $400,000, which was in April 2010. "
47,2136696,4,1,1,733, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/VqVWjH1Wks-bObJcHytli_LU8JyrKuNvR_15UubQMOk1/4-premier-street-toongabbie-nsw-2146_img0.jpg,This is a house in Toongabbie with 4 bedrooms and 1 bathroom. Its postcode is 2146. It is on a block of land that is 733 sqm. 
48,591707,0,0,0,0, , , , , , , ,https://p360images.realestateview.com.au/default/2-vincent-street-blacktown-nsw-2148-xl,"2 Vincent Street, Blacktown 2148 NSW has 3 bedrooms and 2 bathrooms. It is a house with brick veneer walls. The land area of this property is 619 square metres. "
49,4061633,3,1,1,576, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/Y9yJ-JQvSqeO0X_DdLb4lSC0ZUJwUghlBvz68IezzBU1/23-lawson-street-lalor-park-nsw-2147_img0.jpg,"23 Lawson Street, Lalor Park 2147 NSW is a house with 3 bedrooms and 1 bathroom. It is on a block of land that is 576 square metres. The last time this property sold was in January 2012 for $390,000. "
50,2025186,0,0,0,757,"$634,333", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/pyDGW985vU922AaB3tnZcPqxLBwUHvVL9HuYqvKf-Wo1/87-lucas-road-lalor-park-nsw-2147_img0.jpg,The block size is 757 sqm. 
51,2483693,1,1,1,0, , , , , , , ,https://p360images.realestateview.com.au/default/19-34-alice-street-harris-park-nsw-2150-xl,"This is a unit in Harris Park, 2150 with 1 bedroom and 1 bathroom. This unit was last sold for $455,000 in September 2017. "
52,223758,2,1,2,0, ,Private Sale            , ,Jul 2018            , ,"$540,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/7B0uJ_T7mq6ZtfBSOBbHLCYtcwHc2ChKqwwIJekS2Rg1/36-68-macarthur-street-parramatta-nsw-2150_img0.jpg,"This is a unit in Parramatta, 2150 with 2 bedrooms and 1 bathroom. Our records show that this was last sold in 2018 for $540,000. "
53,464282,3,1,1,562,"$591,000",Private Sale            , ,Feb 1994            , ,"$124,950            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/ttosTywESmRJvp_b32g3QQzzwnR6PaEquIGaI_Jkc5Q1/5-hillside-road-blacktown-nsw-2148_img0.jpg,"This is a house in Blacktown with 3 bedrooms and 1 bathroom. Its postcode is 2148. This is on a 562 square metre block of land. Last time it sold was for $124,950, which was in February 1994. "
54,4174250,3,1,1,929, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/uXrvBpTYg9n92UBwCNQsRjyknA2-A8dnGQRq1mePJHQ1/91-toongabbie-road-toongabbie-nsw-2146_img0.jpg,91 Toongabbie Road is a house in Toongabbie with 3 bedrooms and 1 bathroom. Its postcode is 2146. The land area of this property is 934 sqm and the ground is level. 
55,68278,0,0,0,0, , , , , , , ,https://p360images.realestateview.com.au/default/42-buckley-avenue-blacktown-nsw-2148-xl,This is a house in Blacktown with 2 bedrooms and 1 bathroom. Its postcode is 2148. This is on a 179 sqm block of land. 
56,2930410,3,1,1,0, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/1en9sxB86qigExz9glUs1xpJihxNZcPd2ErXIvgn8hw1/65-130-reservoir-road-blacktown-nsw-2148_img0.jpg,"65/130 Reservoir Road, Blacktown 2148 NSW is a unit. It has 3 bedrooms and 1 bathroom. It was last sold in 2014 for $400,000. "
57,4108692,4,2,1,626,"$730,600",Private Sale            , ,Sep 1991            , ,"$119,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/QVcSvRR_h_n7WUW_wvH_MbBwMEIL9ejNCVqae8fw8B81/5-maureen-place-blacktown-nsw-2148_img0.jpg,"5 Maureen Place, Blacktown 2148 NSW is a house. It has 4 bedrooms and 2 bathrooms. Its block size is 626 square metres. Last time it sold, it went for $119,000, which was in 1991. "
58,343206,2,2,1,0, ,Private Sale            ,Private Sale            ,Oct 2013            ,Dec 2010            ,"$370,000            ","$311,000            ",https://p360images.realestateview.com.au/default/19-245-247-targo-road-toongabbie-nsw-2146-xl,"This is a unit in Toongabbie with 2 bedrooms and 2 bathrooms. Its postcode is 2146. It was last sold in 2013 for $370,000. "
59,497572,3,1,1,551, ,Private Sale            , ,Jul 2018            , ,$450 pw            , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/49llDhm9931kAHLlD0i7AXBM_TaGKEbt-ZJ57TCHldg1/18a-osborne-road-marayong-nsw-2148_img0.jpg,"18A Osborne Road, Marayong 2148 NSW is a house. This property has 3 bedrooms and 1 bathroom. The land area is 551 square metres. In December 2009 this sold for $297,000. "
60,68413,2,1,1,598, ,Auction            , ,Aug 2014            , ,"$460,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/w97hl45_mK-PCPep0KzLy_DnVjeyVOVTTLspTLPSk4A1/16-nerada-street-blacktown-nsw-2148_img0.jpg,"16 Nerada Street, Blacktown 2148 NSW is a house with 4 bedrooms and 1 bathroom. The land area of this property is 598 square metres. It was last sold in August 2014 for $460,000. "
61,3646506,3,2,1,0, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/j002GOzCSJYlkyeiI5CxuqVKJSyelLXTAx-coJyKQRo1/49-68-macarthur-street-parramatta-nsw-2150_img0.jpg,"49/68 Macarthur Street, Parramatta 2150 NSW is a unit with 3 bedrooms and 2 bathrooms. "
62,68494,2,0,0,0, , ,Private Sale            , ,Apr 2018            , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/SU97eiu2o4RtWUnO5KpEuFZbtihm8kvivKCDpKGhdKU1/48-5-griffiths-street-blacktown-nsw-2148_img0.jpg,"48/5 Griffiths Street, Blacktown 2148 NSW is a unit with 2 bedrooms and 1 bathroom. The last sold price we have on record for this address is $388,888 which is from June 2018. "
63,3518536,10,6,4,935,"$1,036,667", ,Private Sale            , ,Aug 2015            , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/jv0RrgS4JGQ64tYslMeikRsKaVH4pkPvEGnBTDB1l3w1/90-bungaree-road-toongabbie-nsw-2146_img0.jpg,"This is a house in Toongabbie with 3 bedrooms and 1 bathroom. Its postcode is 2146. The block size is 935 square metres. When it last sold in 2015, it went for $956,000. "
64,68332,5,2,3,581, ,Private Sale            , ,Aug 2010            , ,"$312,500            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/JdXolJoN_qTBSERKWg5-AfnbkTIiCWi8-JBTFnUrArg1/17-savery-crescent-blacktown-nsw-2148_img0.jpg,"This is a house in Blacktown, 2148 with 5 bedrooms and 2 bathrooms. The block size is 581 square metres. In August 2010 this home sold for $312,500. "
65,1970916,0,0,0,0,"$635,000", , , , , , ,https://p360images.realestateview.com.au/default/1-charles-street-blacktown-nsw-2148-xl,1 Charles Street is a house in Blacktown with 3 bedrooms and 1 bathroom. Its postcode is 2148. It is on a block of land that is 558 sqm. 
66,3745545,2,1,1,0, , ,Private Sale            , ,Feb 2009            , ,"$350,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/f7T-zUiMYTYIeoeHf7tskqFpDDiek4GojHMmec_YPqQ1/11-517-521-wentworth-avenue-toongabbie-nsw-2146_img0.jpg,"11/517-521 Wentworth Avenue, Toongabbie 2146 NSW is a unit. This property has 2 bedrooms and 1 bathroom. According to our data, this last sold for $350,000 in February 2009. "
67,4077283,3,1,1,589, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/6GujLg4zXFJCIrGfIrw2xnnryDFAFd-VmeAbn5-uU5o1/33-margaret-street-seven-hills-nsw-2147_img0.jpg,"33 Margaret Street is a house in Seven Hills with 3 bedrooms and 1 bathroom. Its postcode is 2147. The size of this block is 589 square metres. Our records show that this was last sold in October 2014 for $536,000. "
68,2636905,5,3,3,595,"$1,087,650", ,Private Sale            , ,Mar 2006            , ,"$395,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/4ZvlddXuMi0kLnFfXLXq_MxCEJ4I06MXGfutJiUfV-M1/7-oulton-street-prospect-nsw-2148_img0.jpg,"This is a house in Prospect, 2148 with 5 bedrooms and 3 bathrooms. The block size is 596 sqm. Our records show that this was last sold in 2006 for $395,000. "
69,974829,2,1,1,0, ,Private Sale            , ,May 2015            , ,"$497,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/RQYF-dJq6YoXBqp_iplX0WviLRd65d5MF-3gyRJJbOY1/7-505-507-wentworth-avenue-toongabbie-nsw-2146_img0.jpg,"7/505-507 Wentworth Avenue is a unit in Toongabbie with 2 bedrooms and 1 bathroom. Its postcode is 2146. It was last sold in 2015 for $497,000. "
70,2810934,3,1,2,563, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/idhdZRaHPeP_Gj3T5YDd6n1kB485p3K8ZaVSrh2C5Fg1/20-sylvia-street-blacktown-nsw-2148_img0.jpg,"20 Sylvia Street, Blacktown 2148 NSW is a house. This property has 3 bedrooms and 1 bathroom. The size of this block is 563 sqm. The last time this property sold was in 1999 for $140,000. "
71,3269335,3,1,2,619, ,Private Sale            , ,Nov 2018            , ,"$505,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/ctcixF1S7qsug_PkSSmUWGOGmc1BvAgndgdBPXUIaCs1/17-shephard-street-marayong-nsw-2148_img0.jpg,"17 Shephard Street, Marayong 2148 NSW is a house. This property has 3 bedrooms and 1 bathroom. Its block size is 619 sqm. "
72,2564447,3,1,2,583, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/EMV_63K9ys9Bo_cejUgX9oLP7jPlyD6yyxoyPjUA-wM1/40-lowry-road-lalor-park-nsw-2147_img0.jpg,"This is a house in Lalor Park with 3 bedrooms and 1 bathroom. Its postcode is 2147. The block size of this property is 583 square metres. Our records show that this was last sold in February 2015 for $130,000. "
73,223769,2,2,1,0, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/rO9IymLWjeRgQL26PtxU5CQj3kyvgUeHVJWBmmKSInI1/7-32-hassall-street-parramatta-nsw-2150_img0.jpg,"This is a unit in Parramatta, 2150 with 2 bedrooms and 2 bathrooms. When it last sold in December 2008, it went for $319,000. "
74,570936,0,0,0,0, , , , , , , ,https://p360images.realestateview.com.au/default/25-27-fourth-avenue-blacktown-nsw-2148-xl,It is on a block of land that is 1996 sqm. 
